location_name,latitude,longitude,postcode,location_type,Operator
Carlton,53.713471,-1.033202,N14 9PU,mainline_level_crossing,NR
Carlton,54.595655,-1.381309,S21 3NA,mainline_level_crossing,NR
Carlton Lane,53.395888,-3.167083,H47 3DA,mainline_level_crossing,NR
Carlton Station,52.950948,-1.116345,NG2 4EE,mainline_level_crossing,NR
Carmarthen Station,52.40578079,0.285562724,NULL,mainline_level_crossing,NR
Carmont,56.939008,-2.350095,B39 3YJ,mainline_level_crossing,NR
Carnaby,54.06744,-0.245434,O16 4UZ,mainline_level_crossing,NR
Carnarfon,51.665908,-4.102002,A14 9SN,mainline_level_crossing,NR
Carno ,52.557221,-3.528558,Y17 5LW,mainline_level_crossing,NR
Carno,52.564636,-3.538476,Y17 5LG,mainline_level_crossing,NR
Carnoustie,56.500451,-2.706581,DD7 6AR,mainline_level_crossing,NR
Carpella,50.352047,-4.861966,L26 7TS,mainline_level_crossing,NR
Carr Head Farm ,53.543828,-1.641594,S36 7GA,mainline_level_crossing,NR
Carr Lane,53.402279,-3.143215,H47 8XS,mainline_level_crossing,NR
Carr Lane,53.49597,-1.081441,DN4 7PG,mainline_level_crossing,NR
Carrs ,54.833202,-3.074573,CA7 8BB,mainline_level_crossing,NR
Carsebreck,56.259064,-3.832772,PH4 1QU,mainline_level_crossing,NR
Carsgoe 1,58.544703,-3.481525,W12 6XB,mainline_level_crossing,NR
Carsgoe 2,58.546379,-3.484688,W12 6XB,mainline_level_crossing,NR
Carsgoe 3,58.54903,-3.490589,W12 6XB,mainline_level_crossing,NR
Cart Gate,54.314441,-3.399874,A19 5YE,mainline_level_crossing,NR
Cart Lane ,54.181212,-2.918967,A11 7AF,mainline_level_crossing,NR
Carterhouse Junction,53.360409,-2.712555,WA8 0US,mainline_level_crossing,NR
Carters,54.52123,-1.405487,S16 0QU,mainline_level_crossing,NR
Carters Steel,54.545998,-1.337047,S18 3SF,mainline_level_crossing,NR
Carver's,53.202073,-3.046374,CH5 1BL,mainline_level_crossing,NR
Casefields ,52.01102,0.747949,O10 0NR,mainline_level_crossing,NR
Casewick,52.673348,-0.401931,PE9 4RX,mainline_level_crossing,NR
Cass Lane,54.000658,-1.482665,HG2 7EL,mainline_level_crossing,NR
Cassells ,52.187568,0.310369,CB8 0GB,mainline_level_crossing,NR
Castell Cincoed,51.834389,-4.666072,A34 0UJ,mainline_level_crossing,NR
Castle ,50.816426,0.331261,N24 5LJ,mainline_level_crossing,NR
Castle,52.552536,-3.932812,Y20 8SS,mainline_level_crossing,NR
Castle ,54.225925,-3.257066,A18 5HA,mainline_level_crossing,NR
Castle Cary,51.099441,-2.5236184,BA7 7PE,mainline_level_crossing,NR
Castle Farm,54.224114,-3.258492,A18 5HA,mainline_level_crossing,NR
Castle Farm,56.394946,-5.115412,A33 1AN,mainline_level_crossing,NR
Castle Farm No.1,54.222535,-3.259566,A18 5EY,mainline_level_crossing,NR
Castle Gardens,52.362506,-3.105277,LD7 1PS,mainline_level_crossing,NR
Castle Hills,54.34218,-1.447166,DL7 8UR,mainline_level_crossing,NR
Castle Hills Farm,54.342207,-1.44738,DL7 8UR,mainline_level_crossing,NR
Castle No.1,50.908886,-0.544008,N18 9NF,mainline_level_crossing,NR
Castleford Gates,53.723177,-1.36245,F10 1QX,mainline_level_crossing,NR
Castleton Farm,50.951312,-2.503637,DT9 3RY,mainline_level_crossing,NR
Castleton North,53.586194,-2.187612,L11 3BX,mainline_level_crossing,NR
Cat Lane,53.974753,-1.183449,O26 8JU,mainline_level_crossing,NR
Cater,51.331868,1.230381,CT7 0JX,mainline_level_crossing,NR
Cathan Farm,51.77356,-3.998025,A18 2RH,mainline_level_crossing,NR
Cators,51.318118,0.191615,N14 5RW,mainline_level_crossing,NR
Cats Tail,51.015934,0.801343,N26 2DR,mainline_level_crossing,NR
Cattal Station,53.99745,-1.320808,O26 8DS,mainline_level_crossing,NR
Cattishall ,52.251785,0.760976,P31 2QU,mainline_level_crossing,NR
Causeway,51.197644,0.16955,N11 8JU,mainline_level_crossing,NR
Causeway,51.621389,-1.3281321,X13 6SJ,mainline_level_crossing,NR
Cave,53.738127,-0.655796,U15 1RU,mainline_level_crossing,NR
Caverswall,52.975514,-2.087283,ST3 6HL,mainline_level_crossing,NR
Cawdor,51.804362,-3.930988,A18 1JB,mainline_level_crossing,NR
Cayton,54.227084,-0.378085,O11 3EA,mainline_level_crossing,NR
Cefn 1,51.664479,-4.093971,A14 9TD,mainline_level_crossing,NR
Cefn Junction,51.538326,-3.648153,F32 0BW,mainline_level_crossing,NR
Cefn Road,51.539048,-3.6517,F32 0BW,mainline_level_crossing,NR
Cefn Trefor,52.910551,-4.06237,L47 6UF,mainline_level_crossing,NR
Cefngast Farm 2,52.107708,-3.603196,LD5 4AF,mainline_level_crossing,NR
Cefngast Farm 2,52.107734,-3.603089,LD5 4AF,mainline_level_crossing,NR
Cefn-y-Bedd Station,53.099087,-3.030808,L12 9UL,mainline_level_crossing,NR
Celestine Road,51.547507,-2.429667,S37 5XX,mainline_level_crossing,NR
Cemetery ,52.553225,-4.071996,L35 0SE,mainline_level_crossing,NR
Cemetery Lane,51.342906,-2.23262,A15 1HX,mainline_level_crossing,NR
Cemetry,57.085016,-4.026896,H21 1LS,mainline_level_crossing,NR
Cemmaes Road,52.624328,-3.745192,Y20 8LA,mainline_level_crossing,NR
Chadburn's,52.988849,-0.572502,G32 3SQ,mainline_level_crossing,NR
Chadderton ,52.620035,1.661178,R29 3JD,mainline_level_crossing,NR
Chaffers,53.837965,-2.207812,BB9 9TT,mainline_level_crossing,NR
Chain Bridge,54.965514,-1.708375,E40 4XT,mainline_level_crossing,NR
Chain Bridge Cottage,54.466789,-0.634706,O22 5HN,mainline_level_crossing,NR
Chain Bridge Lane,53.105494,0.243245,E24 4AD,mainline_level_crossing,NR
Chalford,51.720565,-2.140243,GL6 8DX,mainline_level_crossing,NR
Chalk Lane,53.73729,-0.380189,HU3 5LJ,mainline_level_crossing,NR
Chalk Walk,51.450188,0.662685,ME3 0HA,mainline_level_crossing,NR
Challan Hall,54.177788,-2.808501,LA5 0UQ,mainline_level_crossing,NR
Challoch,54.874372,-4.859314,DG9 8PY,mainline_level_crossing,NR
Chambers ,51.315074,0.914897,E13 8UJ,mainline_level_crossing,NR
Chambers,52.104849,-1.807397,R11 8PR,mainline_level_crossing,NR
Chandlers,50.924297,-1.475499,O16 9BN,mainline_level_crossing,NR
Chandlers,51.370917,1.220028,CT7 0QN,mainline_level_crossing,NR
Channel,51.371932,1.232865,CT7 0QP,mainline_level_crossing,NR
Channel Bridge,50.929185,0.676574,N31 6BY,mainline_level_crossing,NR
Chantry,51.061545,-2.077844,SP3 6JT,mainline_level_crossing,NR
Chantry Road ,52.213979,1.489197,P17 1DN,mainline_level_crossing,NR
Chapel,50.405514,-5.039704,TR8 4NZ,mainline_level_crossing,NR
Chapel Bank,50.97122,0.89185,N29 9QA,mainline_level_crossing,NR
Chapel Church No. 2,50.924719,-0.046607,BN7 3AX,mainline_level_crossing,NR
Chapel Farm,53.683611,-0.343211,N19 7LA,mainline_level_crossing,NR
Chapel Farm 3,50.405339,-5.038137,TR8 4NZ,mainline_level_crossing,NR
Chapel Hill,53.65831,-1.106325,N14 0FJ,mainline_level_crossing,NR
Chapel Lane,53.587614,-2.758374,WN8 7TN,mainline_level_crossing,NR
Chapel Road,50.90217,-1.39301,O14 5BJ,mainline_level_crossing,NR
Chapel Road,52.62127,1.482823,R13 4NZ,mainline_level_crossing,NR
Chapel-en-le-frith,53.31212,-1.919374,K23 9UJ,mainline_level_crossing,NR
Chapelton ,51.016502,-4.024764,X37 9DZ,mainline_level_crossing,NR
Chapelton Farm,57.525933,-4.461369,IV6 7TG,mainline_level_crossing,NR
Chard Junction,50.839426,-2.9367,A20 4LL,mainline_level_crossing,NR
Chards,51.334451,-1.81883,SN9 5PE,mainline_level_crossing,NR
Charfield 8,51.632364,-2.404695,L12 8JA,mainline_level_crossing,NR
Charlemont Road,52.543683,-1.967655,B71 3SU,mainline_level_crossing,NR
Charleston,56.505038,-3.447594,PH1 4PL,mainline_level_crossing,NR
Charlton,52.117107,-1.994196,R10 3NQ,mainline_level_crossing,NR
Charlton Lane,51.489357,0.039576,SE7 8LF,mainline_level_crossing,NR
Charndon No.9,51.899186,-0.979885,P18 0QW,mainline_level_crossing,NR
Chart,51.150112,0.827999,N23 3DA,mainline_level_crossing,NR
Chartham,51.257141,1.017721,CT4 7HT,mainline_level_crossing,NR
Chartham Hatch,51.261563,1.015569,CT4 7LW,mainline_level_crossing,NR
Chase Meadows,55.120096,-1.550437,E24 4LB,mainline_level_crossing,NR
Chat Moss ,53.471556,-2.438661,M29 7LX,mainline_level_crossing,NR
Chathill,55.536405,-1.70599,E67 5DE,mainline_level_crossing,NR
Chawleigh Week,50.90388,-3.885381,X18 7JX,mainline_level_crossing,NR
Chawson,52.258939,-2.16998,WR9 8PG,mainline_level_crossing,NR
Cheadle Wood Farm ,53.403031,-2.21208,SK8 2PD,mainline_level_crossing,NR
Cheal Road,52.84312,-0.181083,E11 4JF,mainline_level_crossing,NR
Chearsley No.9,51.783321,-0.962396,P18 0DH,mainline_level_crossing,NR
Checkley,52.932383,-2.003975,T10 4PB,mainline_level_crossing,NR
Chenson 1,50.869686,-3.835201,X17 6QX,mainline_level_crossing,NR
Chenson 2 ,50.870876,-3.84566,X18 7LF,mainline_level_crossing,NR
Chenson 3,50.872377,-3.852927,X18 7LE,mainline_level_crossing,NR
Cherry Hinton By Pass ,52.187895,0.185614,CB1 9LJ,mainline_level_crossing,NR
Cherry Hinton High Street ,52.189914,0.176631,CB1 9HJ,mainline_level_crossing,NR
Cherry Holt,52.810106,-0.167619,E11 3SJ,mainline_level_crossing,NR
Cherry Holt,53.335927,-0.88648,N22 9NG,mainline_level_crossing,NR
Cherry Orchard Farm,52.56728,-3.195305,Y15 6JU,mainline_level_crossing,NR
Cherry Tree,53.845738,-0.423375,U17 9AL,mainline_level_crossing,NR
Cherry Willingham,53.242223,-0.455873,LN3 4JL,mainline_level_crossing,NR
Chertsey,51.386859,-0.508901,T16 9EL,mainline_level_crossing,NR
Chester Station,53.195824,-2.877092,CH1 3BF,mainline_level_crossing,NR
Chesterton Junction ,52.220938,0.156826,CB4 1UR,mainline_level_crossing,NR
Chestnut Close ,51.632524,0.807905,CM0 8RL,mainline_level_crossing,NR
Chestnut Grove,52.986382,-1.034692,G14 5DN,mainline_level_crossing,NR
Cheswick Shiel,55.709912,-1.932825,D15 2RW,mainline_level_crossing,NR
Chettisham ,52.42672,0.27919784,CB6 1RX,mainline_level_crossing,NR
Chevington,55.265395,-1.65173,E61 5BD,mainline_level_crossing,NR
Chicks Farm ,50.742997,-2.492124,DT2 9ST,mainline_level_crossing,NR
Chicks Farm,50.743897,-2.496605,DT2 9SX,mainline_level_crossing,NR
Chilham Mill,51.24289,0.973349,CT4 8EE,mainline_level_crossing,NR
Chilham Road,51.247116,0.983871,CT4 8EB,mainline_level_crossing,NR
Chilworth,51.215115,-0.525311,GU4 8QN,mainline_level_crossing,NR
Chipping Campden,52.0558,-1.755778,L55 6LD,mainline_level_crossing,NR
Chipstead,51.308678,-0.170343,CR5 3TF,mainline_level_crossing,NR
Chittering ,52.306628,0.223714,B25 9LR,mainline_level_crossing,NR
Chitts Hill ,51.896642,0.845042,CO3 9SY,mainline_level_crossing,NR
Chivers,52.434513,0.443688,P27 9LQ,mainline_level_crossing,NR
Choppington,55.145175,-1.599728,E62 5TG,mainline_level_crossing,NR
Choppington,55.147396,-1.614673,E62 5SR,mainline_level_crossing,NR
Christian Malford,51.513054,-2.034576,N15 4BY,mainline_level_crossing,NR
Christon Bank,55.501074,-1.663968,E66 3HN,mainline_level_crossing,NR
Christon Bank Farm,55.495045,-1.66243,E66 3EZ,mainline_level_crossing,NR
Church,50.849375,-0.91792,O10 8PA,mainline_level_crossing,NR
Church,51.166373,0.618025,N27 9NR,mainline_level_crossing,NR
Church,51.243171,0.414582,E18 5HA,mainline_level_crossing,NR
Church,51.249911,-0.248257,RH3 7BE,mainline_level_crossing,NR
Church,51.375958,-1.60193,SN8 3UF,mainline_level_crossing,NR
Church Dam ,52.563754,1.577176,R13 3UE,mainline_level_crossing,NR
Church End Farm,53.820085,-1.230523,S24 9QZ,mainline_level_crossing,NR
Church Farm,51.398593,-3.427874,F62 4NS,mainline_level_crossing,NR
Church Farm,53.738459,-0.658374,U15 1RU,mainline_level_crossing,NR
Church Farm 1,51.365286,-2.1630004,N12 8PB,mainline_level_crossing,NR
Church Farm 2,51.359455,-2.1744883,N12 8NZ,mainline_level_crossing,NR
Church Farm No.1,50.880358,-1.435851,O45 5TG,mainline_level_crossing,NR
Church Farm No.2,50.87842,-1.430461,O45 5TD,mainline_level_crossing,NR
Church House Farm ,51.890669,0.770029,CO6 3RS,mainline_level_crossing,NR
Church House Farm,52.294875,-2.730754,SY8 4HY,mainline_level_crossing,NR
Church Lane,51.353851,0.67685,ME9 7JY,mainline_level_crossing,NR
Church Lane ,51.442637,0.46887,ME3 7LS,mainline_level_crossing,NR
Church Lane ,51.854084,1.122721,O16 9HX,mainline_level_crossing,NR
Church Lane ,52.56697,1.587425,R13 3UH,mainline_level_crossing,NR
Church Lane ,52.619157,1.462899,R13 4PF,mainline_level_crossing,NR
Church Lane ,52.622942,1.428466,R13 5JW,mainline_level_crossing,NR
Church Lane,52.887817,-0.200154,E11 4RH,mainline_level_crossing,NR
Church Lane,52.902403,-2.141683,T15 8BE,mainline_level_crossing,NR
Church Lane,53.108446,-0.815061,G23 6EQ,mainline_level_crossing,NR
Church Lane,53.123777,-0.775222,G23 7RT,mainline_level_crossing,NR
Church Lane,53.591075,-0.198231,N41 8AA,mainline_level_crossing,NR
Church Lane,53.692727,-1.031709,N14 0AA,mainline_level_crossing,NR
Church Lane,54.614059,-1.05978,S10 3JJ,mainline_level_crossing,NR
Church Lane CCTV (LTN1),51.678289,0.406507,CM4 0ED,mainline_level_crossing,NR
Church Lawton,53.093768,-2.270534,ST7 3DE,mainline_level_crossing,NR
Church Leigh,52.91572,-1.972061,T10 4PX,mainline_level_crossing,NR
Church Path,51.081747,-1.958314,SP3 5EL,mainline_level_crossing,NR
Church Path ,51.850221,1.152645,O16 0HG,mainline_level_crossing,NR
Church Path No.41,51.727193,-0.836865,P27 9HL,mainline_level_crossing,NR
Church Road ,52.57936,1.51163,R13 3SW,mainline_level_crossing,NR
Church Street ,51.835388,0.692536,CO5 9AL,mainline_level_crossing,NR
Church Street,52.062289,-0.805581,K12 5EX,mainline_level_crossing,NR
Church Street,54.687312,-1.203856,S24 7DS,mainline_level_crossing,NR
Church Stretton,52.532109,-2.809273,SY6 6HY,mainline_level_crossing,NR
Church Walk No.2,51.188395,-0.852282,U10 5JD,mainline_level_crossing,NR
Churcham 66,51.856978,-2.339573,GL2 8AF,mainline_level_crossing,NR
Churcham Court,51.861085,-2.320654,GL2 8AT,mainline_level_crossing,NR
Churchbridge,52.514574,-1.571262,CV7 8FX,mainline_level_crossing,NR
Cilfrew 1,51.687585,-3.775926,A10 8LL,mainline_level_crossing,NR
Cilfrew 2 ,51.680224,-3.780406,A10 8EQ,mainline_level_crossing,NR
Cilmery,52.150508,-3.45615,LD2 3NU,mainline_level_crossing,NR
Cilyrychen,51.833376,-4.003509,A18 2PQ,mainline_level_crossing,NR
CLACHNAHARRY,57.489485,-4.256056,IV3 8RD,mainline_level_crossing,NR
Clachnaharry No1,NULL,NULL,NULL,mainline_level_crossing,NR
Clachnaharry No2,57.489279,-4.256724,IV3 8RD,mainline_level_crossing,NR
Claithes Lane,53.528438,-1.587496,S36 8YS,mainline_level_crossing,NR
Clanville 1,51.095776,-2.529395,BA7 7PG,mainline_level_crossing,NR
Clanville No.2,51.094424,-2.530493,BA7 7PG,mainline_level_crossing,NR
Clapham Woods,54.104756,-2.43759,LA2 7AT,mainline_level_crossing,NR
Clappers Lane,50.816839,-0.450814,N12 5RU,mainline_level_crossing,NR
Clara Vale,54.980354,-1.79317,E40 3ST,mainline_level_crossing,NR
Clarborough Junction,53.334405,-0.863062,N22 9NF,mainline_level_crossing,NR
Clark & Butchers,52.333034,0.327916,CB7 5JN,mainline_level_crossing,NR
Clarkes Chase ,52.71512,0.396466,E34 3FN,mainline_level_crossing,NR
Clarks,54.356972,-1.432657,DL6 2QY,mainline_level_crossing,NR
Clattercote Farm,52.138129,-1.335499,X17 1QB,mainline_level_crossing,NR
Claverton,51.377698,-2.301637,BA2 7BH,mainline_level_crossing,NR
Claxby & Usselby,53.423612,-0.339886,LN8 3SY,mainline_level_crossing,NR
Claxby Gatehouse,53.448481,-0.350221,LN8 3YP,mainline_level_crossing,NR
Claxby Platts,53.435825,-0.344958,LN8 3YL,mainline_level_crossing,NR
Clay Hill,51.855037,-2.348135,GL2 8AG,mainline_level_crossing,NR
Clay Lane,50.837564,-0.803211,O19 3JD,mainline_level_crossing,NR
Clay Mills,52.830555,-1.610907,E13 0DA,mainline_level_crossing,NR
Claydon,52.110253,1.099788,IP6 0JB,mainline_level_crossing,NR
Claydon,52.145283,-1.340817,X17 1EY,mainline_level_crossing,NR
Clayfield,52.102992,-1.879639,R11 7HS,mainline_level_crossing,NR
Claypit Lane,53.716029,-1.025835,N14 9PR,mainline_level_crossing,NR
Claypole,53.030499,-0.723661,G23 5BP,mainline_level_crossing,NR
Clayton Bridge,53.493021,-2.167699,M40 1GG,mainline_level_crossing,NR
Clayway ,52.41749,0.294423,CB7 4UA,mainline_level_crossing,NR
Clayway,52.451838,0.31706,CB6 1LL,mainline_level_crossing,NR
Cledford Bridge,53.171444,-2.414437,W10 0HF,mainline_level_crossing,NR
Cleghorn,55.691469,-3.736313,L11 7RW,mainline_level_crossing,NR
Cleifiog Uchaf,53.287334,-4.574562,L65 3AF,mainline_level_crossing,NR
Clements No.1,53.157742,-0.724458,G23 7JJ,mainline_level_crossing,NR
Cleveland Way,54.391146,-1.394626,DL6 2TJ,mainline_level_crossing,NR
Cliff Farm,53.506538,-0.558824,N20 9NJ,mainline_level_crossing,NR
Cliffe,53.78208,-0.996119,YO8 6NR,mainline_level_crossing,NR
Cliffords Farm,51.646281,0.762508,CM3 6DG,mainline_level_crossing,NR
Cliffsend,51.332514,1.36672,T12 5EW,mainline_level_crossing,NR
Clifton,55.138316,-1.667799,E61 6NE,mainline_level_crossing,NR
Clints Field,54.123664,-2.567207,LA2 7DE,mainline_level_crossing,NR
Clock House,51.295595,0.918351,E13 9LU,mainline_level_crossing,NR
Closglas Farm 1,51.899429,-3.967795,A19 7AG,mainline_level_crossing,NR
Closglas Farm 3,51.902607,-3.960742,A19 7AG,mainline_level_crossing,NR
Clover-le-dale,53.578531,-3.06728,L37 1LB,mainline_level_crossing,NR
Clovers,51.606342,-1.899652,SN5 4LL,mainline_level_crossing,NR
Club Gardens,53.009471,-0.993163,G14 7WE,mainline_level_crossing,NR
Club Lane,53.6628,-2.782502,R26 9RT,mainline_level_crossing,NR
Clugstons,53.532955,-0.515589,N20 9EJ,mainline_level_crossing,NR
Clunes,56.779762,-4.002961,H18 5UN,mainline_level_crossing,NR
Clyne,51.692126,-3.734118,A11 4EL,mainline_level_crossing,NR
Clynemilton East,58.037157,-3.835769,KW9 6LU,mainline_level_crossing,NR
Coach Road,51.853801,1.002125,CO7 8EA,mainline_level_crossing,NR
Coachens,51.382437,0.744,ME9 8SS,mainline_level_crossing,NR
Coal Road,51.476918,0.408001,M18 8QR,mainline_level_crossing,NR
Coaley 12,51.719829,-2.340665,L11 5DU,mainline_level_crossing,NR
Coaley 17,51.723,-2.328728,L10 3TJ,mainline_level_crossing,NR
Coalville,52.724452,-1.370744,E67 3EN,mainline_level_crossing,NR
Coates Tunnel House,51.704226,-2.049228,GL7 6PW,mainline_level_crossing,NR
Coatsworth Farm No.1,55.143378,-1.577501,E22 7AJ,mainline_level_crossing,NR
Coatsworth Farm No.2,55.143806,-1.580957,E22 7AP,mainline_level_crossing,NR
Cock Law,55.491285,-1.663008,E66 3EZ,mainline_level_crossing,NR
Cockhill,51.0852,-2.534781,BA7 7NP,mainline_level_crossing,NR
Cockneys,51.297318,0.240603,N15 6YU,mainline_level_crossing,NR
Cockspin Road ,52.305316,0.365248,CB7 5LP,mainline_level_crossing,NR
Cockwood,50.614513,-3.445952,EX6 8RG,mainline_level_crossing,NR
Codford,51.159759,-2.066534,A12 0JX,mainline_level_crossing,NR
Coed Cae,52.611141,-3.617505,Y19 7AB,mainline_level_crossing,NR
Coed Ddol,52.614415,-3.779362,Y20 8QT,mainline_level_crossing,NR
Coed Farm 1,51.794745,-4.341339,A17 5TP,mainline_level_crossing,NR
Coed Ifan,52.062359,-3.731427,A20 0LW,mainline_level_crossing,NR
Coed Uchaf,52.793677,-4.106864,L44 2BP,mainline_level_crossing,NR
Coed Y Bychan,52.782999,-4.102381,L44 2RX,mainline_level_crossing,NR
Coed Y Dinas,52.642696,-3.143484,Y21 8RP,mainline_level_crossing,NR
Coed Y Llyn 1,52.92443,-4.186159,L49 9YN,mainline_level_crossing,NR
Coedmawr Farm 2,51.909422,-3.945521,A19 7BU,mainline_level_crossing,NR
Coedmoor,52.007064,-2.779049,HR2 9AJ,mainline_level_crossing,NR
Coffue Drove,52.433608,0.269316,CB6 2GP,mainline_level_crossing,NR
Cogley Lane,52.9539,-0.941914,G13 8DE,mainline_level_crossing,NR
Coity,51.506902,-3.533314,F35 5ET,mainline_level_crossing,NR
Cold Blow,51.199064,1.377952,T14 9JH,mainline_level_crossing,NR
Cold Blow Farm,51.195169,1.373609,T14 8HA,mainline_level_crossing,NR
Cold Norton Farm,52.888261,-2.190042,T15 0TX,mainline_level_crossing,NR
Coldharbour,50.98406,0.868978,N29 9SS,mainline_level_crossing,NR
Coldharbour,51.354718,0.690988,ME9 8NN,mainline_level_crossing,NR
Coldwaltham No. 1,50.93837,-0.540222,H20 1LJ,mainline_level_crossing,NR
Colemans,50.682432,-2.18815,H20 6AN,mainline_level_crossing,NR
Coles,52.144808,-2.114752,WR7 4RX,mainline_level_crossing,NR
Collaton Barton Farm 1,50.913377,-3.899871,X18 7JR,mainline_level_crossing,NR
Collaton Barton Farm 2,50.915674,-3.900037,X18 7JS,mainline_level_crossing,NR
College Farm ,52.100133,0.017237,SG8 6FP,mainline_level_crossing,NR
Colliers,52.926202,-1.995395,T10 4PA,mainline_level_crossing,NR
Colliery,53.047064,-1.203031,G15 8AA,mainline_level_crossing,NR
Collingham,53.143934,-0.750383,G23 7RB,mainline_level_crossing,NR
Colly Uchaf,51.717363,-3.319477,F46 6SH,mainline_level_crossing,NR
Colthrop,51.394947,-1.227913,G19 4AJ,mainline_level_crossing,NR
Coltishall Lane,52.737904,1.405222,R12 8RA,mainline_level_crossing,NR
Colwall Green,52.078372,-2.358673,R13 6QS,mainline_level_crossing,NR
Colwick,52.950948,-1.116345,NG2 4EE,mainline_level_crossing,NR
Colwick East,52.956154,-1.064013,NG4 2SG,mainline_level_crossing,NR
Common Lane ,52.432983,1.556454,R34 8LQ,mainline_level_crossing,NR
Common Lane,53.701818,-1.217454,F11 0AJ,mainline_level_crossing,NR
Common Lane North ,52.461833,1.570752,R34 9BL,mainline_level_crossing,NR
Common Road,54.048244,-1.004203,O60 7QY,mainline_level_crossing,NR
Commondale,54.481284,-0.973229,O21 2HN,mainline_level_crossing,NR
Compeday,51.395544,-1.186823,RG7 5SJ,mainline_level_crossing,NR
Conan Viaduct 2,57.569191,-4.443314,IV7 8EP,mainline_level_crossing,NR
Concrete Road ,52.552002,0.344644,E38 0ET,mainline_level_crossing,NR
Condover,52.651565,-2.764984,SY5 7BL,mainline_level_crossing,NR
Condover Road Bridge,52.667532,-2.758039,SY3 0AR,mainline_level_crossing,NR
Coney Green,53.134703,-0.764738,G23 7QJ,mainline_level_crossing,NR
Conington North,52.460139,-0.236493,PE7 3QF,mainline_level_crossing,NR
Conn House Farm,54.467484,-0.94985,O21 2HA,mainline_level_crossing,NR
