location_name,latitude,longitude,postcode,location_type,Operator
Upminster Bridge,51.5577188,0.234541889,RM12 6PL,LUL_station,LUL
Upney,51.53840565,0.101531744,IG11 9LS,LUL_station,LUL
Upper Holloway,51.5636233,-0.129109364,N19 4DJ,LUL_station,LUL
Upper Warlingham,51.30877225,-0.077481662,CR3 0EP,LUL_station,LUL
Upton Park,51.5366282,0.03454184,E13 9AP,LUL_station,LUL
Uxbridge,51.54645451,-0.47710156,UB8 1JZ,LUL_station,LUL
Vauxhall,51.4857358,-0.123829953,SW8 1SR,LUL_station,LUL
Victoria,51.49642395,-0.143920706,SW1E 5JX,LUL_station,LUL
Waddon,51.36737926,-0.117394077,CR0 4NA,LUL_station,LUL
Waddon Marsh,51.37708295,-0.117987465,CR0 4XT,LUL_station,LUL
Wallington,51.36033154,-0.150863835,SM6 0DZ,LUL_station,LUL
Waltham Cross,51.68525726,-0.026564257,EN8 7LU,LUL_station,LUL
Walthamstow Central,51.58301811,-0.019940545,E17 7LP,LUL_station,LUL
Walthamstow Queens Road,51.58154619,-0.023843943,E17 7QZ,LUL_station,LUL
Wandle Park,51.37340072,-0.113253321,CR0 4JS,LUL_station,LUL
Wandsworth Common,51.4463656,-0.163536981,SW12 8NL,LUL_station,LUL
Wandsworth Road,51.4702232,-0.139037676,SW8 4PA,LUL_station,LUL
Wandsworth Town,51.46103408,-0.187910038,SW18 1SU,LUL_station,LUL
Wanstead,51.57490215,0.028760472,E11 2NT,LUL_station,LUL
Wanstead Park,51.55177808,0.026389943,E7 0HU,LUL_station,LUL
Wapping,51.50434032,-0.055860815,E1W 3PA,LUL_station,LUL
Warren Street,51.52457999,-0.138278332,NW1 3AA,LUL_station,LUL
Warwick Avenue,51.52310444,-0.182953293,W9 2PT,LUL_station,LUL
Waterloo,51.50314664,-0.113259252,SE1 7NY,LUL_station,LUL
Waterloo East,51.50416861,-0.109153638,SE1 8NH,LUL_station,LUL
Watford,51.6576051,-0.417270007,WD18 7LE,LUL_station,LUL
Watford High Street,51.6526537,-0.391696729,WD17 2EG,LUL_station,LUL
Watford Junction,51.66388301,-0.396171957,WD17 1ET,LUL_station,LUL
Wellesley Road,51.37536754,-0.097524909,CR0 2DD,LUL_station,LUL
Welling,51.46477709,0.101775038,DA16 3AT,LUL_station,LUL
Wembley Central,51.55186478,-0.296392327,HA9 6AG,LUL_station,LUL
Wembley Park,51.56332246,-0.279242553,HA9 9AA,LUL_station,LUL
Wembley Stadium,51.55465457,-0.286046447,HA9 8BQ,LUL_station,LUL
West Acton,51.51777015,-0.280657175,W3 6UP,LUL_station,LUL
West Brompton,51.48732891,-0.195538812,SW5 9JX,LUL_station,LUL
West Croydon,51.37855217,-0.102034293,CR0 2TA,LUL_station,LUL
West Drayton,51.51007122,-0.472176097,UB7 9DY,LUL_station,LUL
West Dulwich,51.44091182,-0.090672676,SE21 8HN,LUL_station,LUL
West Ealing,51.51362521,-0.319782955,W13 0NQ,LUL_station,LUL
West Finchley,51.60926273,-0.18891711,N3 1NT,LUL_station,LUL
West Ham,51.52852552,0.005317394,E15 3BN,LUL_station,LUL
West Hampstead,51.54747433,-0.191126586,NW6 2LX,LUL_station,LUL
West Hampstead Thameslink,51.54862912,-0.19253752,NW6 1XJ,LUL_station,LUL
West Harrow,51.57892424,-0.353846697,HA1 4HE,LUL_station,LUL
West India Quay,51.50676266,-0.020582447,E14 4ED,LUL_station,LUL
West Kensington,51.49010936,-0.206203695,W14 9NL,LUL_station,LUL
West Norwood,51.43124112,-0.103189135,SE27 0HS,LUL_station,LUL
West Ruislip,51.56958787,-0.437860146,HA4 7WD,LUL_station,LUL
West Silvertown,51.50288443,0.022246047,E16 2AT,LUL_station,LUL
West Sutton,51.36615014,-0.204644548,SM1 2EH,LUL_station,LUL
West Wickham,51.3812842,-0.01457633,BR4 0PY,LUL_station,LUL
Westbourne Park,51.52098884,-0.200882515,W11 1AB,LUL_station,LUL
Westcombe Park,51.4845089,0.0177457,SE3 7EQ,LUL_station,LUL
Westferry,51.50963815,-0.026323137,E14 8AD,LUL_station,LUL
Westminster,51.50140159,-0.125002079,SW1A 2JR,LUL_station,LUL
White City,51.51223244,-0.224631931,W12 7RH,LUL_station,LUL
White Hart Lane,51.60503477,-0.070870327,N17 7RP,LUL_station,LUL
Whitechapel,51.51958779,-0.059420485,E1 1BY,LUL_station,LUL
Whitton,51.44958819,-0.357682061,TW2 7LG,LUL_station,LUL
Whyteleafe,51.30992932,-0.081135165,CR3 0AD,LUL_station,LUL
Whyteleafe South,51.3034898,-0.076712515,CR3 0BD,LUL_station,LUL
Willesden Green,51.54937329,-0.222407604,NW2 4QT,LUL_station,LUL
Willesden Junction,51.53223396,-0.243909143,NW10 4RA,LUL_station,LUL
Wimbledon,51.42110784,-0.206662836,SW19 1PS,LUL_station,LUL
Wimbledon Chase,51.40953093,-0.21408977,SW20 8DB,LUL_station,LUL
Wimbledon Park,51.43458095,-0.199186275,SW19 7DZ,LUL_station,LUL
Winchmore Hill,51.63388686,-0.100916933,N21 3NG,LUL_station,LUL
Wood Green,51.59745373,-0.109526589,N22 8HH,LUL_station,LUL
Wood Lane,51.50965819,-0.224472609,W12 7DS,LUL_station,LUL
Wood Street,51.58666994,-0.001953898,E17 3NZ,LUL_station,LUL
Woodford,51.60720184,0.034056202,IG8 7QE,LUL_station,LUL
Woodgrange Park,51.54905254,0.044572496,E7 8AA,LUL_station,LUL
Woodmansterne,51.31901858,-0.154262129,CR5 3HS,LUL_station,LUL
Woodside,51.38709768,-0.065347178,SE25 5DP,LUL_station,LUL
Woodside Park,51.6178684,-0.185425505,N12 8SE,LUL_station,LUL
Woolwich,51.49157837,0.071819378,NULL,LUL_station,LUL
Woolwich Arsenal,51.48990712,0.069193906,SE18 6HX,LUL_station,LUL
Woolwich Dockyard,51.49110779,0.054612348,SE18 5JY,LUL_station,LUL
Worcester Park,51.38110449,-0.245575292,KT4 7ND,LUL_station,LUL
Aberdeen Clayhills - depot,57.143414,-2.0995932,AB11 6FD,LMD,LNER
Allerton - depot,53.3578,-2.8814,L24 9BD,LMD,Northern Rail
Ardwick - depot,53.472133,-2.2140988,M12 6JT,LMD,Transpennine Express
Ashford - depot,51.143547,0.87671657,TN23 1EZ,LMD,Southeastern
Ashford New Town - depot,51.140287,0.87908738,TN24 0PU,LMD,Channel Tunnel
Aylesbury - depot,51.813499,-0.82643584,HP21 8PB,LMD,Chiltern Railways
Ayr - depot,55.45604,-4.6290735,KA7 2HD,LMD,Scotrail
Banbury - depot,52.085892,-1.326405,OX16 2DQ,LMD,Chiltern Railways
Barrow-in-furness - depot,54.120931,-3.2313643,LA14 5RU,LMD,Northern Rail
Barton Under Needwood (central Rivers) - depot,52.75532,-1.70459,DE13 8ES,LMD,"Cross Country,West Coast Trains"
Basingstoke - Barton Mills - depot,51.268306,-1.0878954,RG21 5NE,LMD,South Western Railway
Bathgate Station (lmd) - depot,55.900504,-3.6420433,EH48 1HH,LMD,Scotrail
Bedford - depot,52.125915,-0.47713326,MK42 9DT,LMD,Govia Thameslink
Bedford - depot,52.125981,-0.475882,MK42 9DT,LMD,Govia Thameslink
Bedford Cauldwell - depot,52.1361,-0.47837862,MK40 1DS,LMD,Govia Thameslink
Birkenhead North - depot,53.404499,-3.0581966,CH41 7AZ,LMD,Merseyrail
Birmingham Soho - depot,52.495952,-1.9463559,B66 2LS,LMD,West Midlands Trains
Birmingham Tyseley - depot,52.453926,-1.8455326,B11 2HL,LMD,West Midlands Trains
Blackburn - depot,53.741509,-2.489149,BB2 2ND,LMD,Northern
Blackpool - depot,53.826946,-3.0431257,FY1 3TP,LMD,Northern Rail
Bletchley - depot,52.005345,-0.73676697,MK1 1DF,LMD,London Northwestern Railway
Bognor Regis - depot,50.786968,-0.67666321,PO21 1BS,LMD,Southern
Bounds Green - depot,51.597657,-0.11936542,N22 7ST,LMD,"LNER, Hull Trains"
Bournemouth West - depot,50.725165,-1.9078466,BH12 1BQ,LMD,South Western Railway
Brighton - depot,50.836269,-0.14803606,BN1 5PR,LMD,"Southern, Thameslink"
Brighton Down Yard Lmd - depot,50.83606,-0.14486,BN1 6AJ,LMD,Govia Thameslink
Brighton Dyke Road - depot,50.836057,-0.14486315,BN16AJ,LMD,No allocation
Bristol St Philips Marsh - depot,51.449027,-2.582796,BS1 6QQ,LMD,Great Western Railway
Bristol Stoke Gifford - depot,51.5169,-2.55798,BS34 8PZ,LMD,First Great Western
Cambridge - depot,52.201277,0.14093428,CB1 2NZ,LMD,Cross Country
Camden - depot,51.541597,-0.15325953,NW1 8JB,LMD,West Midlands Trains
Cardiff - depot,51.474046,-3.1970042,CF11 8ES,LMD,Transport for Wales
Chester - depot,53.197469,-2.8865701,CH1 3EX,LMD,Transport for Wales
Chingford-depot Group - depot,51.631386,0.006700793,E4 7DG,LMD,London Overground
Clacton - depot,51.796668,1.1572806,CO15 6AY,LMD,Greater Anglia
Clapham Junction - depot,51.462447,-0.17291108,SW11 1SB,LMD,No allocation
Cleethorpes - depot,53.563971,-0.030800989,DN35 8SJ,LMD,Transpennine Express
Colchester North - depot,51.904234,0.87917192,CO4 5UB,LMD,Greater Anglia
Crewe Lnw - depot,53.082288,-2.4281179,CW1 6NE,LMD,DB Schenker
Cricklewood - depot,51.562193,-0.21335227,NW2,LMD,Midland Mainline
Cricklewood - depot,51.5684,-0.2251,NW2 6LJ,LMD,East Midlands Trains
"Crofton, Wakefield - depot",53.66853,-1.440941,WF4 1RS,LMD,"Transpennine Express, CrossCountry, Grand Central, Hull Trains"
Derby - Etches Park - depot,52.91022,-1.45405,DE24 8BS,LMD,East Midlands Railway
Doncaster Carr - depot,53.5086,-1.1326,DN4 5HZ,LMD,NULL
East Ham - depot,51.543026,0.062632478,E6 2AU,LMD,"Cotswald Rail, c2c, London Overground"
Eastbourne - depot,50.772217,0.28501616,BN21 3XZ,LMD,Thameslink
Eastfields Lmd - depot,55.8911,-4.2403,G22 6DL,LMD,Scotrail
Edinburgh Haymarket - depot,55.942743,-3.2364298,EH12 5PE,LMD,Scotrail
Exeter St Davids - depot,50.729052,-3.5450217,EX4 4PA,LMD,Great Western Railways
Farnham - depot,51.211877,-0.79254236,GU9 8AD,LMD,Southern
Ferme Park - depot,51.597657,-0.11936542,N22 7ST,LMD,"Thameslink, Great Northern"
Fratton - depot,50.795677,-1.0723357,PO4 0BT,LMD,"Great Western, Southern"
Gillingham (kent) - depot,51.386535,0.54828167,ME7 1AQ,LMD,Southeastern
Glasgow Corkerhill - depot,55.833912,-4.3315222,G52 1RN,LMD,Scotrail
Glasgow Polmadie - depot,55.828917,-4.2231862,G73 1JH,LMD,"Avanit West Coast, Caledonian Sleeper"
Glasgow Shields - depot,55.846496,-4.2878974,G41 5JP,LMD,Scotrail
Glasgow Train Care Centre - depot,55.83709,-4.24026,G5 0BA,LMD,West Coast Trains
Grove Park - depot,51.432816,0.021020495,SE12 0DU,LMD,Southeastern
Heaton - depot,54.982474,-1.5717851,NE6 2XB,LMD,"Northern, Grand Central"
Holyhead - depot,53.305002,-4.6286158,LL65 2PB,LMD,Transport for Wales
Hornsey - depot,51.588096,-0.11029041,N8 0DZ,LMD,"Thameslink, Great Northern, Thameslink"
Hornsham - depot,51.0683,-0.317796,RH12 2NS,LMD,Govia Thameslink
Hull - depot,53.74329,-0.34597155,HU1 2PD,LMD,Hull Trains
Ilford - depot,51.561604,0.082056006,IG1 1TY,LMD,"Greater Anglia, Bombardier Transportation"
Ilford (seven King) - depot,51.56424,0.09155,IG3 8HW,LMD,Greater Anglia
Inverness - depot,57.483769,-4.2217963,IV1 1RY,LMD,Scotrail
Leeds (emt) - depot,53.79461,-1.4985321,LS9 9BJ,LMD,East Midland Trains
Leeds (northern) - depot,53.795015,-1.5458309,LS1 4BB,LMD,Northern Rail
Letchworth - depot,51.984839,-0.21576137,SG6 1HE,LMD,Great Northern
Littlehampton - depot,50.811789,-0.55031446,BN17 7BS,LMD,Southern
Liverpool Edge Hill - depot,53.401688,-2.930534,L15 4NQ,LMD,"Virgin Trains West Coast, TransPennine Express"
Liverpool Kirkdale - depot,53.439883,-2.9841645,L20 2HL,LMD,Stadler Rail
London (new Cross Gate) - depot,51.4822,-0.04489,SE14 5RW,LMD,London Overground
Machynlleth - depot,52.596143,-3.8539203,SY20 8AX,LMD,Transport for Wales
Manchester Longsight - depot,53.466406,-2.2047006,M12 4RA,LMD,"Northern, Avanti West Coast, Cross Country"
Millerhill - depot,55.9237,-3.0829,EH22 1SX,LMD,Scotrail
Musselburgh - depot,55.949561,-3.1211392,EH15 1NB,LMD,Scotrail
Newton Heath - depot,53.504573,-2.1870036,M40 3AB,LMD,Northern Rail
Northam Lmd - depot,50.9119,-1.3913,SO14 0PS,LMD,South Western Railway
Norwich Thorpe - depot,52.623196,1.3209012,NR1 1TZ,LMD,Greater Anglia
Nottingham Midland - depot,52.945975,-1.1351077,NG2 3JH,LMD,East Midlands Railway
Old Oak Common - depot,51.521291,-0.25725979,W3 6UU,LMD,Elizabeth Line
Orpington-depot Groups - depot,51.379916,0.084391029,BR6 0BX,LMD,Southeastern
Penzance - depot,50.127748,-5.5132242,TR18 3RF,LMD,Great Western Railway
Perth - depot,56.394579,-3.4407151,PH2 8HG,LMD,Scotrail
Peterborough Spitals Lmd - depot,52.58294,-0.2581,PE3 9TN,LMD,Govia Thameslink
Plymouth - depot,50.381596,-4.1048358,PL4 9JN,LMD,Great Western Railway
Ramsgate - depot,51.341088,1.400686,CT12 6EE,LMD,Southeastern
Reading - depot,51.461976,-0.98935305,RG1 8FN,LMD,Great Western Railway
Ryde Iow Lmd - depot,50.724,-1.1565,PO33 1HS,LMD,South Western Railway
Salisbury - depot,51.071644,-1.8119914,SP2 7HL,LMD,South Western Railway
Scarborough Lmd - depot,54.2798,-0.4055,YO11 1TN,LMD,First Transpennine
Selhurst - depot,51.391541,-0.086188704,SE25 6LJ,LMD,Southern
Selhurst Field Sidings - depot,51.391329,-0.084803,SE25 6LJ,LMD,Govia Thameslink
Sheffield - depot,53.37548,-1.4628368,S2 4BX,LMD,East Midlands Trains
Shoeburyness - depot,51.53363,0.78528339,SS3 9QT,LMD,c2c
Shrewsbury - depot,52.710082,-2.7500847,SY1 2AT,LMD,Network Rail
Skipton - depot,53.957498,-2.0314795,BD23 1TB,LMD,"East Midlands Railways, Northern"
Slade Green - depot,51.46483,0.19364683,DA8 2NJ,LMD,Southern
Southend Victoria - depot,51.55009,0.71154941,SS2 5EE,LMD,Greater Anglia
St Leonards West Marina - depot,50.850348,0.52908427,TN38 8AB,LMD,Southern
Stewarts Lane - depot,51.472301,-0.14590787,SW8 3HE,LMD,Thameslink
Stourbridge - depot,52.455746,-2.1437462,DY8 1EL,LMD,Chiltern Railways
Stratford Thornton Fields - depot,51.541693,-0.003751638,E15 1AZ,LMD,Greater Anglia
Strawberry Hill - depot,51.437914,-0.34162656,TW2 5SB,LMD,Southwestern Railway
Streatham Hill - depot,51.440297,-0.13570741,SW2 4PG,LMD,Southern
Swansea High St - depot,51.633715,-3.937129,SA1 2HJ,LMD,Transport for Wales
Swansea Landore - depot,51.641181,-3.9380687,SA1 2JT,LMD,Great Western Railway
Swansea Maliphant Lmd - depot,51.63037,-3.93707,SA1 2EJ,LMD,Transport for Wales
Three Bridges - depot,51.116129,-0.16050116,RH10 7AA,LMD,Southern
Victoria (grosvenor Rd) - depot,51.486008,-0.14830464,SW1V 4BE,LMD,"Southern, Southeastern"
Welwyn Garden City - depot,51.807122,-0.20150813,AL8 7QA,LMD,"Thameslink, Great Northern"
Wembley Central - depot,51.550661,-0.30522122,HA0 2XT,LMD,Chiltern Railways
Wembley Stadium Lmd - depot,51.5541,-0.2783,HA9 0HD,LMD,London Overground
West Ealing Lmd - depot,51.51132,-0.31761,W13 8QS,LMD,First Great Western
Wigan Spring Branch Lmd - depot,53.5289,-2.6154,WN3 4TP,LMD,Northern Rail
Willesden Junction - depot,51.526576,-0.24800475,NW10 6DQ,LMD,London Overground
Wimbledon - depot,51.432306,-0.19514679,SW19 8HW,LMD,South Western Railway
Wolverhampton Oxley (bilbrook) - depot,52.605384,-2.1341513,WV10 6JZ,LMD,Avanit West Coast
Worcester - depot,52.198416,-2.2113125,WR3 8NB,LMD,London Midland
Yoker - depot,53.962012,-1.0995721,YO26 4XH,LMD,Scotrail
York - depot,53.958676,-1.0921608,YO24 1AA,LMD,Transpennine Express
Abbey Farm No.2 LC,50.771754,-3.013989,X13 8TS,Non-mainline,Various Non-mainline
Abbey Foregate,52.7095,-2.741,SY2 5DG,Non-mainline,Various Non-mainline
Abbey Jcn,54.852444,-3.278556,CA7 4SX,Non-mainline,Various Non-mainline
Abbey Meads LC,51.3181,0.4526,ME20 6SW,Non-mainline,Various Non-mainline
Abbey Road LC GF,51.53195199,0.003723371,E15 3EB,Non-mainline,Various Non-mainline
Abbey Wood,51.49077059,0.12032557,SE2 9RH,Non-mainline,Various Non-mainline
Abbeyhill Jcn,55.955394,-3.170392,EH8 8EE,Non-mainline,Various Non-mainline
Abbots Ripton,52.393056,-0.205556,PE28 2WL,Non-mainline,Various Non-mainline
Abbots Ripton Up Fast HABD (ST9909),52.393056,-0.205556,PE28 2WL,Non-mainline,Various Non-mainline
Abbotswood Jcn,52.1481,-2.1631,WR5 2QG,Non-mainline,Various Non-mainline
Aber (Rhymney),51.7589,-3.2896,NP22 5LW,Non-mainline,Various Non-mainline
Aber Bull/Brynwyllan LC,53.2327,-4.0389,LL33 0LS,Non-mainline,Various Non-mainline
Abercynon,51.644706,-3.327000754,CF45 4SE,Non-mainline,Various Non-mainline
Abercynon North,51.6452,-3.3277,CF45 4TA,Non-mainline,Various Non-mainline
Aberdare,51.71505747,-3.443099147,CF44 0PU,Non-mainline,Various Non-mainline
Aberdeen,57.14304825,-2.097480496,AB11 6LX,Non-mainline,Various Non-mainline
Aberdeen Clayhills CMD,57.143253,-2.09815,AB11 5RG,Non-mainline,Various Non-mainline
Aberdour,56.05458044,-3.300556443,KY3 0SN,Non-mainline,Various Non-mainline
Aberdovey,52.54397223,-4.057080835,LL35 0NR,Non-mainline,Various Non-mainline
Aberdovey No.2 Tunnel (Morfa Bach),52.544,-4.044,LL35 0WY,Non-mainline,Various Non-mainline
Abererch,52.89860046,-4.374195955,LL53 6PJ,Non-mainline,Various Non-mainline
Abergavenny,51.81669124,-3.009664242,NP7 5HS,Non-mainline,Various Non-mainline
Abergele,53.295,-3.583,LL22 7PW,Non-mainline,Various Non-mainline
Aberleri LC,52.509615,-4.050313,Y24 5JU,Non-mainline,Various Non-mainline
Abermule LC,52.542864,-3.23673,Y15 6NG,Non-mainline,Various Non-mainline
Abernethy,56.33559,-3.31263,PH2 9JS,Non-mainline,Various Non-mainline
Aberthaw,51.38934,-3.38854,CF62 3DH,Non-mainline,Various Non-mainline
Aberystwyth,52.41405692,-4.081908698,SY23 1LH,Non-mainline,Various Non-mainline
Abington,51.67223,-1.28009,OX14 3HL,Non-mainline,Various Non-mainline
Ableton Lane Tunnel,51.565226,-2.648649,BS35 4LT,Non-mainline,Various Non-mainline
Accrington,53.7532,-2.37001,BB5 1LJ,Non-mainline,Various Non-mainline
ACE/PM/ST Workshops (L'pool Central),53.4045,-2.9797,L1 1QT,Non-mainline,Various Non-mainline
Achanalt,57.60981331,-4.914216676,IV23 2QD,Non-mainline,Various Non-mainline
Achnasheen,57.57910082,-5.072367544,IV22 2EJ,Non-mainline,Various Non-mainline
Achnashellach,57.4820548,-5.33306294,IV54 8YH,Non-mainline,Various Non-mainline
Achterneed LC,57.602749,-4.528644,V14 9AA,Non-mainline,Various Non-mainline
Ackers Lane HABD (ST9909),53.374933,-2.5712286,WA4 2UY ,Non-mainline,Various Non-mainline
Acle,52.63470623,1.543930278,NR13 3BZ,Non-mainline,Various Non-mainline
Acocks Green,52.44933057,-1.818984792,B27 6EB,Non-mainline,Various Non-mainline
Acton Bridge,53.26598504,-2.60266626,CW8 2RE,Non-mainline,Various Non-mainline
Acton Canal Wharf,51.529756,-0.25142925,NW10 6DN,Non-mainline,Various Non-mainline
Acton Central,51.5087756,-0.26361654,W3 6BH,Non-mainline,Various Non-mainline
Acton Central LC,51.509,-0.2628,W3 6BH,Non-mainline,Various Non-mainline
Acton Grange,53.36453,-2.6324016,WA4 6XE,Non-mainline,Various Non-mainline
Acton Grange No 1 GF,53.36453,-2.6324016,WA4 6XE,Non-mainline,Various Non-mainline
Acton Lane Sdg SF,51.5305,-0.2559,NW10 6PW,Non-mainline,Various Non-mainline
Acton Main Line,51.51692832,-0.267630485,W3 9EH,Non-mainline,Various Non-mainline
Acton Town,51.50307144,-0.280302701,W3 8HN,Non-mainline,Various Non-mainline
Acton Town to Chiswick Park,51.50307144,-0.280302701,W3 8HN,Non-mainline,Various Non-mainline
Acton Wells Jcn,51.5226,-0.2526,NW10 6ED,Non-mainline,Various Non-mainline
Acton Yard,51.517842,-0.26602499,W3 6TG,Non-mainline,Various Non-mainline
Adderley Park,52.48309476,-1.85593993,B9 4TG,Non-mainline,Various Non-mainline
Addiewell,55.84340123,-3.606517263,EH55 8NQ,Non-mainline,Various Non-mainline
Addison LC,54.972214,-1.734899,E21 4SA,Non-mainline,Various Non-mainline
Addlestone,51.37304695,-0.484448913,KT15 2PB,Non-mainline,Various Non-mainline
Addlestone Jcn/Byfleet Jcn,51.372876,-0.484113,T15 2PD,Non-mainline,Various Non-mainline
Addlestone LC,51.372876,-0.484113,T15 2PD,Non-mainline,Various Non-mainline
Adelaide LC,52.417884,0.303392,CB7 4UE,Non-mainline,Various Non-mainline
Adisham,51.24120466,1.19910096,CT3 3JE,Non-mainline,Various Non-mainline
Adlington (Cheshire),53.31957,-2.13356,SK10 4NA,Non-mainline,Various Non-mainline
Adlington (Lancs),53.6129455,-2.603061143,PR6 9RS,Non-mainline,Various Non-mainline
Admiralty LC,50.71187,-2.077008,H16 6JX,Non-mainline,Various Non-mainline
Adswood Road,53.391631,-2.1698618,SK3 8PB,Non-mainline,Various Non-mainline
Adversane LC,50.997754,-0.467743,H14 9JN,Non-mainline,Various Non-mainline
Adwick,53.57302304,-1.181475098,DN6 7AJ,Non-mainline,Various Non-mainline
Afon Wen LCs,53.234,-3.3035,CH7 5UQ,Non-mainline,Various Non-mainline
Agecroft North Jcn,53.511,-2.3,M27 8SJ,Non-mainline,Various Non-mainline
Agecroft South Jcn,53.511,-2.3,M27 8SJ,Non-mainline,Various Non-mainline
Aigburth,53.3645833,-2.927160737,L17 6AG,Non-mainline,Various Non-mainline
Ainsdale,53.60183287,-3.042669326,PR8 3HJ,Non-mainline,Various Non-mainline
Aintree,53.47400907,-2.956664741,L9 5BE,Non-mainline,Various Non-mainline
Airbles,55.78282474,-3.994178739,ML1 2SX,Non-mainline,Various Non-mainline
Airdrie,55.86397274,-3.982897473,ML6 9EX,Non-mainline,Various Non-mainline
Airds LC,56.430886,-5.247744,A35 1JW,Non-mainline,Various Non-mainline
Albrighton,52.63795639,-2.268906298,WV7 3DS,Non-mainline,Various Non-mainline
Alderley Edge,53.30379521,-2.236800428,SK9 7QA,Non-mainline,Various Non-mainline
Alderley Edge North Jcn,53.30379521,-2.236800428,SK9 7QA,Non-mainline,Various Non-mainline
Aldermaston,51.40201112,-1.138770296,RG7 4LB,Non-mainline,Various Non-mainline
Aldershot,51.24641674,-0.759860484,GU11 1HN,Non-mainline,Various Non-mainline
Aldershot North Jcn,51.24641674,-0.759860484,GU11 1HN,Non-mainline,Various Non-mainline
Aldershot South Jcn,51.24641674,-0.759860484,GU11 1HN,Non-mainline,Various Non-mainline
Alderton Tunnel,51.541667,-2.221944,SN14 6NW,Non-mainline,Various Non-mainline
Aldgate,51.51434238,-0.075626913,EC3N 1AH,Non-mainline,Various Non-mainline
Aldgate East,51.51508162,-0.073001463,E1 7PT,Non-mainline,Various Non-mainline
Aldgate East to Whitechapel,51.51508162,-0.073001463,E1 7PT,Non-mainline,Various Non-mainline
Aldridge,51.735233,-2.480755,L15 4LP,Non-mainline,Various Non-mainline
Aldridge LC,51.7352,-2.4808,GL15 4LP,Non-mainline,Various Non-mainline
Aldrington,50.83636472,-0.181209698,BN3 5AE,Non-mainline,Various Non-mainline
Aldwarke,53.4544,-1.3272,S62 6BA,Non-mainline,Various Non-mainline
Alexandra Palace,51.59829,-0.12014,N22 7ST,Non-mainline,Various Non-mainline
Alexandra Parade,55.86366362,-4.211419355,G31 3JN,Non-mainline,Various Non-mainline
Alexandra Rd LC,51.9412,1.2849,CO12 3JE,Non-mainline,Various Non-mainline
Alexandria,55.98507321,-4.577469118,G83 0UL,Non-mainline,Various Non-mainline
Alfreton,53.10045706,-1.369688632,DE55 7JQ,Non-mainline,Various Non-mainline
Alfreton Tunnels (Old/New),51.09222222,51.09222222,ZE2 9EF,Non-mainline,Various Non-mainline
Alice Holt (Bentley Station) LC,51.1815,-0.8676,GU10 5LA,Non-mainline,Various Non-mainline
All Stretton LC,52.554239,-2.790747,SY6 7JQ,Non-mainline,Various Non-mainline
Allanfearn LC,57.499973,-4.146579,IV2 7HX,Non-mainline,Various Non-mainline
Allarburn Farm LC,57.64035,-3.352055,V30 8TE,Non-mainline,Various Non-mainline
Allbrook,50.9798,-1.3609,SO50 4NF,Non-mainline,Various Non-mainline
Allens LC,52.658235,-4.09697,L37 2QF,Non-mainline,Various Non-mainline
Allens West,54.52411689,-1.36342611,TS16 0PF,Non-mainline,Various Non-mainline
Aller Jcn,50.5149,-3.5887,TQ12 4NW,Non-mainline,Various Non-mainline
Allerton,53.35855,-2.89096,L19 6PU,Non-mainline,Various Non-mainline
Allerton TMD,53.3578,-2.8814,L24 9BD,Non-mainline,Various Non-mainline
Allington Jcn LC,53.3576,-2.8877,L19 5PH,Non-mainline,Various Non-mainline
Allington Jcn Up N HABD (S7788),53.3576,-2.8877,L19 5PH,Non-mainline,Various Non-mainline
Alloa,56.11778079,-3.79004938,FK10 1BA,Non-mainline,Various Non-mainline
Allscott (Norsk Hydro),52.714,-2.573,TF6 5EE,Non-mainline,Various Non-mainline
Allsops Lane LC,52.775514,-1.189038,LE11 1EH,Non-mainline,Various Non-mainline
Allt Gharagain LC,57.3588,-5.1129,IV4 7LH,Non-mainline,Various Non-mainline
Alness,57.69437787,-4.249725543,IV17 0SE,Non-mainline,Various Non-mainline
Alnmouth,55.39241161,-1.636879701,NE66 3QF,Non-mainline,Various Non-mainline
Alperton to Park Royal,51.54120927,-0.299515759,HA0 4LL,Non-mainline,Various Non-mainline
Alresford,51.0878,-1.1596,SO24 9JP,Non-mainline,Various Non-mainline
Alrewas LC,52.730762,-1.738838,E13 7BD,Non-mainline,Various Non-mainline
Alsager,53.09275298,-2.298612158,ST7 2XW,Non-mainline,Various Non-mainline
Alston Carriage Sidings,54.815,-2.442,CA9 3HN,Non-mainline,Various Non-mainline
Althorne,51.647758,0.753177,CM3 6DG,Non-mainline,Various Non-mainline
Althorpe,53.58528974,-0.732586396,DN17 3HL,Non-mainline,Various Non-mainline
Althorpe Park GF,52.290278,-1.002547,NN6 8DP,Non-mainline,Various Non-mainline
Althorpe Park Up Northampton HABD (ST9909),52.290278,-1.002547,NN6 8DP,Non-mainline,Various Non-mainline
Altnabreac,58.38832585,-3.705268158,KW12 6UR,Non-mainline,Various Non-mainline
Altofts Jcn,53.697,-1.416,WF6 1EZ,Non-mainline,Various Non-mainline
Alton,51.15196497,-0.966920228,GU34 2PZ,Non-mainline,Various Non-mainline
Altrincham,53.3874545,-2.347281454,WA14 1EN,Non-mainline,Various Non-mainline
Alvechurch,52.34608475,-1.967659996,B48 7SE,Non-mainline,Various Non-mainline
Ambergate (Matlock Branch),53.06054078,-1.48069344,DE56 2EN,Non-mainline,Various Non-mainline
